"Program","Year","Period","Week Ending","Geo Level","State","State ANSI","Ag District","Ag District Code","County","County ANSI","Zip Code","Region","watershed_code","Watershed","Commodity","Data Item","Domain","Domain Category","Value","CV (%)"
"CENSUS","2012","YEAR","","STATE","ILLINOIS","17","","","","","","","00000000","","CORN","CORN, GRAIN - OPERATIONS WITH AREA HARVESTED","NAICS CLASSIFICATION AND AREA HARVESTED","NAICS CLASSIFICATION: (1123) AND AREA HARVESTED: (500 OR MORE ACRES)","1","2.0"
"CENSUS","2012","YEAR","","STATE","ILLINOIS","17","","","","","","","00000000","","CORN","CORN, GRAIN - OPERATIONS WITH AREA HARVESTED","NAICS CLASSIFICATION AND AREA HARVESTED","NAICS CLASSIFICATION: (1124) AND AREA HARVESTED: (1.0 TO 24.9 ACRES)","28","14.8"
"CENSUS","2012","YEAR","","STATE","ILLINOIS","17","","","","","","","00000000","","CORN","CORN, GRAIN - OPERATIONS WITH AREA HARVESTED","NAICS CLASSIFICATION AND AREA HARVESTED","NAICS CLASSIFICATION: (1124) AND AREA HARVESTED: (25.0 TO 99.9 ACRES)","8","33.5"
"CENSUS","2012","YEAR","","STATE","ILLINOIS","17","","","","","","","00000000","","CORN","CORN, GRAIN - OPERATIONS WITH AREA HARVESTED","NAICS CLASSIFICATION AND AREA HARVESTED","NAICS CLASSIFICATION: (1124) AND AREA HARVESTED: (250 TO 499 ACRES)","1","36.5"
"CENSUS","2012","YEAR","","STATE","ILLINOIS","17","","","","","","","00000000","","CORN","CORN, GRAIN - OPERATIONS WITH AREA HARVESTED","NAICS CLASSIFICATION AND AREA HARVESTED","NAICS CLASSIFICATION: (1125 & 1129) AND AREA HARVESTED: (1.0 TO 24.9 ACRES)","66","11.8"
"CENSUS","2012","YEAR","","STATE","ILLINOIS","17","","","","","","","00000000","","CORN","CORN, GRAIN - OPERATIONS WITH AREA HARVESTED","NAICS CLASSIFICATION AND AREA HARVESTED","NAICS CLASSIFICATION: (1125 & 1129) AND AREA HARVESTED: (100 TO 249 ACRES)","6","50.0"
"CENSUS","2012","YEAR","","STATE","ILLINOIS","17","","","","","","","00000000","","CORN","CORN, GRAIN - OPERATIONS WITH AREA HARVESTED","NAICS CLASSIFICATION AND AREA HARVESTED","NAICS CLASSIFICATION: (1125 & 1129) AND AREA HARVESTED: (25.0 TO 99.9 ACRES)","24","15.8"
"CENSUS","2012","YEAR","","STATE","ILLINOIS","17","","","","","","","00000000","","CORN","CORN, GRAIN - OPERATIONS WITH AREA HARVESTED","NAICS CLASSIFICATION AND AREA HARVESTED","NAICS CLASSIFICATION: (1125 & 1129) AND AREA HARVESTED: (250 TO 499 ACRES)","5","3.8"
"CENSUS","2012","YEAR","","STATE","ILLINOIS","17","","","","","","","00000000","","CORN","CORN, GRAIN - OPERATIONS WITH AREA HARVESTED","NAICS CLASSIFICATION AND AREA HARVESTED","NAICS CLASSIFICATION: (1125 & 1129) AND AREA HARVESTED: (500 OR MORE ACRES)","14","23.5"
"CENSUS","2012","YEAR","","STATE","ILLINOIS","17","","","","","","","00000000","","CORN","CORN, GRAIN - OPERATIONS WITH AREA HARVESTED","TOTAL","NOT SPECIFIED","36,655","2.2"
"CENSUS","2012","YEAR","","STATE","ILLINOIS","17","","","","","","","00000000","","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU","AREA HARVESTED","AREA HARVESTED: (1,000 OR MORE ACRES)","506,176,771","1.2"
"CENSUS","2012","YEAR","","STATE","ILLINOIS","17","","","","","","","00000000","","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU","AREA HARVESTED","AREA HARVESTED: (1,000 TO 1,999 ACRES)","301,775,473","1.5"
"CENSUS","2012","YEAR","","STATE","ILLINOIS","17","","","","","","","00000000","","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU","AREA HARVESTED","AREA HARVESTED: (1.0 TO 14.9 ACRES)","1,602,222","5.0"
"CENSUS","2012","YEAR","","STATE","ILLINOIS","17","","","","","","","00000000","","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU","AREA HARVESTED","AREA HARVESTED: (100 TO 249 ACRES)","137,733,884","3.9"
"CENSUS","2012","YEAR","","STATE","ILLINOIS","17","","","","","","","00000000","","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU","AREA HARVESTED","AREA HARVESTED: (15.0 TO 24.9 ACRES)","2,559,346","4.7"
"CENSUS","2012","YEAR","","STATE","ILLINOIS","17","","","","","","","00000000","","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU","AREA HARVESTED","AREA HARVESTED: (2,000 TO 2,999 ACRES)","88,246,296","2.3"
"CENSUS","2012","YEAR","","STATE","ILLINOIS","17","","","","","","","00000000","","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU","AREA HARVESTED","AREA HARVESTED: (25.0 TO 49.9 ACRES)","11,681,132","5.1"
"CENSUS","2012","YEAR","","STATE","ILLINOIS","17","","","","","","","00000000","","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU","AREA HARVESTED","AREA HARVESTED: (250 TO 499 ACRES)","224,187,805","2.2"
"CENSUS","2012","YEAR","","STATE","ILLINOIS","17","","","","","","","00000000","","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU","AREA HARVESTED","AREA HARVESTED: (3,000 TO 4,999 ACRES)","60,035,575","4.2"
"CENSUS","2012","YEAR","","STATE","ILLINOIS","17","","","","","","","00000000","","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU","AREA HARVESTED","AREA HARVESTED: (5,000 OR MORE ACRES)","56,119,427","6.9"
"CENSUS","2012","YEAR","","STATE","ILLINOIS","17","","","","","","","00000000","","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU","AREA HARVESTED","AREA HARVESTED: (50.0 TO 99.9 ACRES)","34,786,978","3.8"
"CENSUS","2012","YEAR","","STATE","ILLINOIS","17","","","","","","","00000000","","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU","AREA HARVESTED","AREA HARVESTED: (500 TO 999 ACRES)","334,554,911","2.1"
"CENSUS","2012","YEAR","","STATE","ILLINOIS","17","","","","","","","00000000","","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU","AREA OPERATED","AREA OPERATED: (1,000 TO 1,999 ACRES)","379,510,497","2.4"
"CENSUS","2012","YEAR","","STATE","ILLINOIS","17","","","","","","","00000000","","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU","AREA OPERATED","AREA OPERATED: (1.0 TO 9.9 ACRES)","159,178","8.5"
"CENSUS","2012","YEAR","","STATE","ILLINOIS","17","","","","","","","00000000","","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU","AREA OPERATED","AREA OPERATED: (10.0 TO 49.9 ACRES)","3,972,044","5.2"
"CENSUS","2012","YEAR","","STATE","ILLINOIS","17","","","","","","","00000000","","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU","AREA OPERATED","AREA OPERATED: (100 TO 139 ACRES)","11,953,413","3.5"
"CENSUS","2012","YEAR","","STATE","ILLINOIS","17","","","","","","","00000000","","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU","AREA OPERATED","AREA OPERATED: (140 TO 179 ACRES)","16,850,551","4.1"
"CENSUS","2012","YEAR","","STATE","ILLINOIS","17","","","","","","","00000000","","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU","AREA OPERATED","AREA OPERATED: (180 TO 219 ACRES)","16,020,204","5.9"
"CENSUS","2012","YEAR","","STATE","ILLINOIS","17","","","","","","","00000000","","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU","AREA OPERATED","AREA OPERATED: (2,000 OR MORE ACRES)","422,844,856","1.5"
"CENSUS","2012","YEAR","","STATE","ILLINOIS","17","","","","","","","00000000","","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU","AREA OPERATED","AREA OPERATED: (220 TO 259 ACRES)","19,078,408","4.5"
"CENSUS","2012","YEAR","","STATE","ILLINOIS","17","","","","","","","00000000","","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU","AREA OPERATED","AREA OPERATED: (260 TO 499 ACRES)","117,762,941","3.4"
"CENSUS","2012","YEAR","","STATE","ILLINOIS","17","","","","","","","00000000","","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU","AREA OPERATED","AREA OPERATED: (50.0 TO 69.9 ACRES)","2,972,041","6.7"
"CENSUS","2012","YEAR","","STATE","ILLINOIS","17","","","","","","","00000000","","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU","AREA OPERATED","AREA OPERATED: (500 TO 999 ACRES)","253,694,294","2.3"
"CENSUS","2012","YEAR","","STATE","ILLINOIS","17","","","","","","","00000000","","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU","AREA OPERATED","AREA OPERATED: (70.0 TO 99.9 ACRES)","8,464,622","5.0"
"CENSUS","2012","YEAR","","STATE","ILLINOIS","17","","","","","","","00000000","","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU","ECONOMIC CLASS","ECONOMIC CLASS: (1,000 TO 2,499 $)","103,876","9.5"
"CENSUS","2012","YEAR","","STATE","ILLINOIS","17","","","","","","","00000000","","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU","ECONOMIC CLASS","ECONOMIC CLASS: (1,000,000 OR MORE $)","629,590,262","1.2"
"CENSUS","2012","YEAR","","STATE","ILLINOIS","17","","","","","","","00000000","","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU","ECONOMIC CLASS","ECONOMIC CLASS: (10,000 TO 24,999 $)","3,661,297","8.1"
"CENSUS","2012","YEAR","","STATE","ILLINOIS","17","","","","","","","00000000","","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU","ECONOMIC CLASS","ECONOMIC CLASS: (100,000 TO 249,999 $)","99,620,310","6.7"
"CENSUS","2012","YEAR","","STATE","ILLINOIS","17","","","","","","","00000000","","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU","ECONOMIC CLASS","ECONOMIC CLASS: (2,500 TO 4,999 $)","344,935","7.5"
"CENSUS","2012","YEAR","","STATE","ILLINOIS","17","","","","","","","00000000","","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU","ECONOMIC CLASS","ECONOMIC CLASS: (25,000 TO 49,999 $)","8,730,067","6.8"
"CENSUS","2012","YEAR","","STATE","ILLINOIS","17","","","","","","","00000000","","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU","ECONOMIC CLASS","ECONOMIC CLASS: (250,000 TO 499,999 $)","180,658,963","2.6"
"CENSUS","2012","YEAR","","STATE","ILLINOIS","17","","","","","","","00000000","","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU","ECONOMIC CLASS","ECONOMIC CLASS: (5,000 TO 9,999 $)","1,098,372","6.8"
"CENSUS","2012","YEAR","","STATE","ILLINOIS","17","","","","","","","00000000","","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU","ECONOMIC CLASS","ECONOMIC CLASS: (50,000 TO 99,999 $)","25,780,333","4.3"
"CENSUS","2012","YEAR","","STATE","ILLINOIS","17","","","","","","","00000000","","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU","ECONOMIC CLASS","ECONOMIC CLASS: (500,000 TO 999,999 $)","303,679,975","1.8"
"CENSUS","2012","YEAR","","STATE","ILLINOIS","17","","","","","","","00000000","","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU","ECONOMIC CLASS","ECONOMIC CLASS: (LESS THAN 1,000 $)","14,659","19.1"
"CENSUS","2012","YEAR","","STATE","ILLINOIS","17","","","","","","","00000000","","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU","FARM SALES","FARM SALES: (1,000 TO 2,499 $)","227,148","6.0"
"CENSUS","2012","YEAR","","STATE","ILLINOIS","17","","","","","","","00000000","","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU","FARM SALES","FARM SALES: (1,000,000 OR MORE $)","614,098,868","1.1"
"CENSUS","2012","YEAR","","STATE","ILLINOIS","17","","","","","","","00000000","","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU","FARM SALES","FARM SALES: (10,000 TO 24,999 $)","3,989,010","7.1"
"CENSUS","2012","YEAR","","STATE","ILLINOIS","17","","","","","","","00000000","","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU","FARM SALES","FARM SALES: (100,000 TO 249,999 $)","103,739,561","6.8"
"CENSUS","2012","YEAR","","STATE","ILLINOIS","17","","","","","","","00000000","","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU","FARM SALES","FARM SALES: (2,500 TO 4,999 $)","432,964","8.0"
"CENSUS","2012","YEAR","","STATE","ILLINOIS","17","","","","","","","00000000","","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU","FARM SALES","FARM SALES: (25,000 TO 49,999 $)","9,427,058","5.4"
"CENSUS","2012","YEAR","","STATE","ILLINOIS","17","","","","","","","00000000","","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU","FARM SALES","FARM SALES: (250,000 TO 499,999 $)","184,952,462","2.6"
"CENSUS","2012","YEAR","","STATE","ILLINOIS","17","","","","","","","00000000","","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU","FARM SALES","FARM SALES: (5,000 TO 9,999 $)","1,304,800","10.4"
"CENSUS","2012","YEAR","","STATE","ILLINOIS","17","","","","","","","00000000","","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU","FARM SALES","FARM SALES: (50,000 TO 99,999 $)","26,743,105","4.6"
"CENSUS","2012","YEAR","","STATE","ILLINOIS","17","","","","","","","00000000","","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU","FARM SALES","FARM SALES: (500,000 TO 999,999 $)","308,260,604","1.8"
"CENSUS","2012","YEAR","","STATE","ILLINOIS","17","","","","","","","00000000","","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU","FARM SALES","FARM SALES: (LESS THAN 1,000 $)","107,469","36.7"
"CENSUS","2012","YEAR","","STATE","ILLINOIS","17","","","","","","","00000000","","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (1111)","1,201,986,749","1.5"
"CENSUS","2012","YEAR","","STATE","ILLINOIS","17","","","","","","","00000000","","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (1112)","1,136,644","6.8"
"CENSUS","2012","YEAR","","STATE","ILLINOIS","17","","","","","","","00000000","","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (1113)","38,738","10.2"
"CENSUS","2012","YEAR","","STATE","ILLINOIS","17","","","","","","","00000000","","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (1114)","618,160","8.9"
"CENSUS","2012","YEAR","","STATE","ILLINOIS","17","","","","","","","00000000","","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (1119)","1,250,462","18.0"
"CENSUS","2012","YEAR","","STATE","ILLINOIS","17","","","","","","","00000000","","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (11191)"," (D)","(D)"
"CENSUS","2012","YEAR","","STATE","ILLINOIS","17","","","","","","","00000000","","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (11193 & 11194 & 11199)"," (D)","(D)"
"CENSUS","2012","YEAR","","STATE","ILLINOIS","17","","","","","","","00000000","","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (112111)","5,698,204","8.0"
"CENSUS","2012","YEAR","","STATE","ILLINOIS","17","","","","","","","00000000","","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (112112)","14,427,132","6.1"
"CENSUS","2012","YEAR","","STATE","ILLINOIS","17","","","","","","","00000000","","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (11212)","4,610,306","11.5"
"CENSUS","2012","YEAR","","STATE","ILLINOIS","17","","","","","","","00000000","","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (1122)","21,175,530","4.7"
"CENSUS","2012","YEAR","","STATE","ILLINOIS","17","","","","","","","00000000","","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (1123)","353,996","17.6"
"CENSUS","2012","YEAR","","STATE","ILLINOIS","17","","","","","","","00000000","","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (1124)","54,192","37.9"
"CENSUS","2012","YEAR","","STATE","ILLINOIS","17","","","","","","","00000000","","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (1125 & 1129)","1,932,936","28.5"
"CENSUS","2012","YEAR","","STATE","ILLINOIS","17","","","","","","","00000000","","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU","TOTAL","NOT SPECIFIED","1,253,283,049","1.5"
"CENSUS","2012","YEAR","","STATE","ILLINOIS","17","","","","","","","00000000","","CORN","CORN, GRAIN, IRRIGATED - ACRES HARVESTED","AREA HARVESTED","AREA HARVESTED: (1,000 OR MORE ACRES)","203,496","2.8"
"CENSUS","2012","YEAR","","STATE","ILLINOIS","17","","","","","","","00000000","","CORN","CORN, GRAIN, IRRIGATED - ACRES HARVESTED","AREA HARVESTED","AREA HARVESTED: (1,000 TO 1,999 ACRES)","110,287","4.9"
"CENSUS","2012","YEAR","","STATE","ILLINOIS","17","","","","","","","00000000","","CORN","CORN, GRAIN, IRRIGATED - ACRES HARVESTED","AREA HARVESTED","AREA HARVESTED: (1.0 TO 14.9 ACRES)","96","27.0"
"CENSUS","2012","YEAR","","STATE","ILLINOIS","17","","","","","","","00000000","","CORN","CORN, GRAIN, IRRIGATED - ACRES HARVESTED","AREA HARVESTED","AREA HARVESTED: (100 TO 249 ACRES)","18,511","10.9"
"CENSUS","2012","YEAR","","STATE","ILLINOIS","17","","","","","","","00000000","","CORN","CORN, GRAIN, IRRIGATED - ACRES HARVESTED","AREA HARVESTED","AREA HARVESTED: (15.0 TO 24.9 ACRES)","185","32.4"
"CENSUS","2012","YEAR","","STATE","ILLINOIS","17","","","","","","","00000000","","CORN","CORN, GRAIN, IRRIGATED - ACRES HARVESTED","AREA HARVESTED","AREA HARVESTED: (2,000 TO 2,999 ACRES)","35,079","11.6"
"CENSUS","2012","YEAR","","STATE","ILLINOIS","17","","","","","","","00000000","","CORN","CORN, GRAIN, IRRIGATED - ACRES HARVESTED","AREA HARVESTED","AREA HARVESTED: (25.0 TO 49.9 ACRES)","1,191","28.3"
"CENSUS","2012","YEAR","","STATE","ILLINOIS","17","","","","","","","00000000","","CORN","CORN, GRAIN, IRRIGATED - ACRES HARVESTED","AREA HARVESTED","AREA HARVESTED: (250 TO 499 ACRES)","41,352","6.2"
"CENSUS","2012","YEAR","","STATE","ILLINOIS","17","","","","","","","00000000","","CORN","CORN, GRAIN, IRRIGATED - ACRES HARVESTED","AREA HARVESTED","AREA HARVESTED: (3,000 TO 4,999 ACRES)","31,036","11.0"
"CENSUS","2012","YEAR","","STATE","ILLINOIS","17","","","","","","","00000000","","CORN","CORN, GRAIN, IRRIGATED - ACRES HARVESTED","AREA HARVESTED","AREA HARVESTED: (5,000 OR MORE ACRES)","27,094","0.1"
"CENSUS","2012","YEAR","","STATE","ILLINOIS","17","","","","","","","00000000","","CORN","CORN, GRAIN, IRRIGATED - ACRES HARVESTED","AREA HARVESTED","AREA HARVESTED: (50.0 TO 99.9 ACRES)","4,824","22.8"
"CENSUS","2012","YEAR","","STATE","ILLINOIS","17","","","","","","","00000000","","CORN","CORN, GRAIN, IRRIGATED - ACRES HARVESTED","AREA HARVESTED","AREA HARVESTED: (500 TO 999 ACRES)","75,798","10.0"
"CENSUS","2012","YEAR","","STATE","ILLINOIS","17","","","","","","","00000000","","CORN","CORN, GRAIN, IRRIGATED - ACRES HARVESTED","AREA OPERATED","AREA OPERATED: (1,000 TO 1,999 ACRES)","99,489","3.2"
"CENSUS","2012","YEAR","","STATE","ILLINOIS","17","","","","","","","00000000","","CORN","CORN, GRAIN, IRRIGATED - ACRES HARVESTED","AREA OPERATED","AREA OPERATED: (1.0 TO 9.9 ACRES)","13","49.0"
"CENSUS","2012","YEAR","","STATE","ILLINOIS","17","","","","","","","00000000","","CORN","CORN, GRAIN, IRRIGATED - ACRES HARVESTED","AREA OPERATED","AREA OPERATED: (10.0 TO 49.9 ACRES)","351","24.1"
"CENSUS","2012","YEAR","","STATE","ILLINOIS","17","","","","","","","00000000","","CORN","CORN, GRAIN, IRRIGATED - ACRES HARVESTED","AREA OPERATED","AREA OPERATED: (100 TO 139 ACRES)","1,683","36.1"
"CENSUS","2012","YEAR","","STATE","ILLINOIS","17","","","","","","","00000000","","CORN","CORN, GRAIN, IRRIGATED - ACRES HARVESTED","AREA OPERATED","AREA OPERATED: (140 TO 179 ACRES)","2,364","31.6"
"CENSUS","2012","YEAR","","STATE","ILLINOIS","17","","","","","","","00000000","","CORN","CORN, GRAIN, IRRIGATED - ACRES HARVESTED","AREA OPERATED","AREA OPERATED: (180 TO 219 ACRES)","2,053","14.7"
"CENSUS","2012","YEAR","","STATE","ILLINOIS","17","","","","","","","00000000","","CORN","CORN, GRAIN, IRRIGATED - ACRES HARVESTED","AREA OPERATED","AREA OPERATED: (2,000 OR MORE ACRES)","168,866","2.3"
"CENSUS","2012","YEAR","","STATE","ILLINOIS","17","","","","","","","00000000","","CORN","CORN, GRAIN, IRRIGATED - ACRES HARVESTED","AREA OPERATED","AREA OPERATED: (220 TO 259 ACRES)","3,467","40.9"
"CENSUS","2012","YEAR","","STATE","ILLINOIS","17","","","","","","","00000000","","CORN","CORN, GRAIN, IRRIGATED - ACRES HARVESTED","AREA OPERATED","AREA OPERATED: (260 TO 499 ACRES)","18,654","16.2"
"CENSUS","2012","YEAR","","STATE","ILLINOIS","17","","","","","","","00000000","","CORN","CORN, GRAIN, IRRIGATED - ACRES HARVESTED","AREA OPERATED","AREA OPERATED: (50.0 TO 69.9 ACRES)","193","27.5"
"CENSUS","2012","YEAR","","STATE","ILLINOIS","17","","","","","","","00000000","","CORN","CORN, GRAIN, IRRIGATED - ACRES HARVESTED","AREA OPERATED","AREA OPERATED: (500 TO 999 ACRES)","46,909","9.1"
"CENSUS","2012","YEAR","","STATE","ILLINOIS","17","","","","","","","00000000","","CORN","CORN, GRAIN, IRRIGATED - ACRES HARVESTED","AREA OPERATED","AREA OPERATED: (70.0 TO 99.9 ACRES)","1,411","29.2"
"CENSUS","2012","YEAR","","STATE","ILLINOIS","17","","","","","","","00000000","","CORN","CORN, GRAIN, IRRIGATED - ACRES HARVESTED","ECONOMIC CLASS","ECONOMIC CLASS: (1,000 TO 2,499 $)","11","49.5"
"CENSUS","2012","YEAR","","STATE","ILLINOIS","17","","","","","","","00000000","","CORN","CORN, GRAIN, IRRIGATED - ACRES HARVESTED","ECONOMIC CLASS","ECONOMIC CLASS: (1,000,000 OR MORE $)","233,434","2.4"
"CENSUS","2012","YEAR","","STATE","ILLINOIS","17","","","","","","","00000000","","CORN","CORN, GRAIN, IRRIGATED - ACRES HARVESTED","ECONOMIC CLASS","ECONOMIC CLASS: (10,000 TO 24,999 $)","374","38.5"
"CENSUS","2012","YEAR","","STATE","ILLINOIS","17","","","","","","","00000000","","CORN","CORN, GRAIN, IRRIGATED - ACRES HARVESTED","ECONOMIC CLASS","ECONOMIC CLASS: (100,000 TO 249,999 $)","15,774","11.2"
"CENSUS","2012","YEAR","","STATE","ILLINOIS","17","","","","","","","00000000","","CORN","CORN, GRAIN, IRRIGATED - ACRES HARVESTED","ECONOMIC CLASS","ECONOMIC CLASS: (2,500 TO 4,999 $)","23","32.7"
"CENSUS","2012","YEAR","","STATE","ILLINOIS","17","","","","","","","00000000","","CORN","CORN, GRAIN, IRRIGATED - ACRES HARVESTED","ECONOMIC CLASS","ECONOMIC CLASS: (25,000 TO 49,999 $)","1,646","22.9"
"CENSUS","2012","YEAR","","STATE","ILLINOIS","17","","","","","","","00000000","","CORN","CORN, GRAIN, IRRIGATED - ACRES HARVESTED","ECONOMIC CLASS","ECONOMIC CLASS: (250,000 TO 499,999 $)","29,961","7.6"
"CENSUS","2012","YEAR","","STATE","ILLINOIS","17","","","","","","","00000000","","CORN","CORN, GRAIN, IRRIGATED - ACRES HARVESTED","ECONOMIC CLASS","ECONOMIC CLASS: (5,000 TO 9,999 $)","29","88.1"
"CENSUS","2012","YEAR","","STATE","ILLINOIS","17","","","","","","","00000000","","CORN","CORN, GRAIN, IRRIGATED - ACRES HARVESTED","ECONOMIC CLASS","ECONOMIC CLASS: (50,000 TO 99,999 $)","2,994","16.9"
"CENSUS","2012","YEAR","","STATE","ILLINOIS","17","","","","","","","00000000","","CORN","CORN, GRAIN, IRRIGATED - ACRES HARVESTED","ECONOMIC CLASS","ECONOMIC CLASS: (500,000 TO 999,999 $)","61,203","8.8"
"CENSUS","2012","YEAR","","STATE","ILLINOIS","17","","","","","","","00000000","","CORN","CORN, GRAIN, IRRIGATED - ACRES HARVESTED","ECONOMIC CLASS","ECONOMIC CLASS: (LESS THAN 1,000 $)","4","(H)"
"CENSUS","2012","YEAR","","STATE","ILLINOIS","17","","","","","","","00000000","","CORN","CORN, GRAIN, IRRIGATED - ACRES HARVESTED","FARM SALES","FARM SALES: (1,000 TO 2,499 $)"," (D)","(D)"
"CENSUS","2012","YEAR","","STATE","ILLINOIS","17","","","","","","","00000000","","CORN","CORN, GRAIN, IRRIGATED - ACRES HARVESTED","FARM SALES","FARM SALES: (1,000,000 OR MORE $)","225,068","2.2"
"CENSUS","2012","YEAR","","STATE","ILLINOIS","17","","","","","","","00000000","","CORN","CORN, GRAIN, IRRIGATED - ACRES HARVESTED","FARM SALES","FARM SALES: (10,000 TO 24,999 $)","601","27.1"
"CENSUS","2012","YEAR","","STATE","ILLINOIS","17","","","","","","","00000000","","CORN","CORN, GRAIN, IRRIGATED - ACRES HARVESTED","FARM SALES","FARM SALES: (100,000 TO 249,999 $)","16,499","10.3"
"CENSUS","2012","YEAR","","STATE","ILLINOIS","17","","","","","","","00000000","","CORN","CORN, GRAIN, IRRIGATED - ACRES HARVESTED","FARM SALES","FARM SALES: (2,500 TO 4,999 $)"," (D)","(D)"
"CENSUS","2012","YEAR","","STATE","ILLINOIS","17","","","","","","","00000000","","CORN","CORN, GRAIN, IRRIGATED - ACRES HARVESTED","FARM SALES","FARM SALES: (25,000 TO 49,999 $)","1,554","15.6"
"CENSUS","2012","YEAR","","STATE","ILLINOIS","17","","","","","","","00000000","","CORN","CORN, GRAIN, IRRIGATED - ACRES HARVESTED","FARM SALES","FARM SALES: (250,000 TO 499,999 $)","30,061","7.1"
"CENSUS","2012","YEAR","","STATE","ILLINOIS","17","","","","","","","00000000","","CORN","CORN, GRAIN, IRRIGATED - ACRES HARVESTED","FARM SALES","FARM SALES: (5,000 TO 9,999 $)","41","62.3"
"CENSUS","2012","YEAR","","STATE","ILLINOIS","17","","","","","","","00000000","","CORN","CORN, GRAIN, IRRIGATED - ACRES HARVESTED","FARM SALES","FARM SALES: (50,000 TO 99,999 $)","3,376","12.3"
